"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"19",19,"=","NICOLE SCHERZINGER Right There",3781,33,574,-65,19.375,0.105,36,19,3781,720,19.375
"20",20,"=","BRITNEY SPEARS I Wanna Go",3750,221,1749,-14,27.069,1.565,18,20,3750,1768,27.069
"21",21,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3386,-132,-577,-109,20.943,-0.184,52,18,4031,605,23.761
"22",22,"=","RIHANNA California King Bed",3343,41,346,18,14.554,-0.063,47,22,3343,616,14.846
"23",23,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3338,73,478,13,15.945,0.105,52,23,3338,525,15.945
"24",24,"+1","THE BAND PERRY If I Die Young",3295,65,433,14,17.072,0.31,52,24,3295,655,17.072
"25",25,"-1","TAYLOR SWIFT The Story Of Us",3246,-8,-8,-12,16.355,-0.084,52,21,3295,587,17.303
"26",26,"=","TINIE TEMPAH Written In The Stars",2991,-119,-1049,38,18.889,-0.437,52,7,8819,756,54.175
"27",27,"=","BEYONCE Best Thing I Never Had",2739,68,689,-53,14.077,0.093,24,27,2739,856,14.077
"28",28,"=","JEREMIH Down On Me f/50 Cent",2454,-66,-448,-16,15.98,-0.217,52,10,8052,153,44.2
"29",29,"=","MAROON 5 Never Gonna Leave This Bed",2329,34,248,6,9.92,0.09,52,28,2329,312,9.92
"30",30,"=","CHRIS BROWN She Ain't You",2023,83,491,52,9.979,0.365,41,30,2023,491,9.979
"31",31,"+1","LIL WAYNE How To Love",1805,70,495,3,9.602,0.186,27,31,1805,495,9.602
"32",32,"-1","LADY GAGA Born This Way",1738,-17,-17,-3,11.796,0.012,52,19,3651,0,20.436
"33",33,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1549,12,333,-86,8.071,0.222,27,33,1549,502,8.071
"34",34,"=","T-PAIN Best Love Song f/Chris Brown",1369,13,87,11,6.822,0.19,50,34,1369,260,6.822
"35",35,"=","AVRIL LAVIGNE Smile",1283,14,192,-33,4.452,0.103,34,35,1283,226,4.452
"36",36,"=","NEW BOYZ Back Seat f/Cataracs & Dev",1095,-18,-435,60,6.875,0.001,52,17,4096,331,21.342
"37",37,"=","IYAZ Pretty Girls",995,24,61,17,3.716,0.124,27,37,995,271,3.716
"38",38,"+1","CEE LO GREEN Bright Lights Bigger City",961,14,127,-13,3.291,0.037,33,38,961,170,3.32
"39",39,"-1","CHRIS BROWN Look At Me Now",940,-26,-230,8,7.135,-0.052,52,28,1861,229,12.746
"40",40,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",938,22,227,-20,3.604,0.232,18,40,938,257,3.604
"41",41,"=","BIG SEAN My Last f/Chris Brown",800,17,147,5,3.303,0.208,27,41,800,169,3.303
"42",42,"=","ALL TIME LOW I Feel Like Dancin�",782,1,102,-38,2.207,-0.049,13,41,795,294,2.313
"43",43,"=","COLDPLAY Every Teardrop Is A Waterfall",742,45,398,-18,3.321,0.253,7,43,742,446,3.321
"44",44,"=","BAD MEETS EVIL Lighters f/Bruno Mars",628,59,397,20,3.018,0.345,6,44,628,397,3.018
"45",45,"+1","AFROJACK Take Over Control f/Eva Simons",570,28,195,-4,6.314,0.291,12,45,570,199,6.314
"46",46,"-1","TRAIN Save Me San Francisco",551,8,42,5,2.143,0.056,32,44,551,92,2.155
"47",47,"=","ANDY GRAMMER Keep Your Head Up",477,34,171,15,1.571,0.118,6,47,477,171,1.571
"48",48,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",428,29,185,-5,1.832,0.127,3,48,428,211,1.832
"49",49,"-1","CODY SIMPSON On My Mind",410,2,63,-15,1.285,-0.035,13,47,410,89,1.32
"50",50,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",387,11,32,13,1.218,0.047,11,48,387,66,1.218
