"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"34",34,"+2","KATY PERRY Last Friday Night (T.G.I.F.)",1291,"+186",723,"+135",9.038,"+0.896",8,34,1291,723,9.038
"35",35,"-2","AVRIL LAVIGNE What The Hell",1267,"-73",-314,"-39",6.742,"-0.256",25,24,2903,0,13.876
"36",36,"-1","THE BAND PERRY If I Die Young",1221,"+57",346,"+28",4.582,"+0.255",25,34,1221,346,4.582
"37",37,"=","DR. DRE I Need A Doctor f/Eminem",1036,"-16",-162,"+72",8.367,"-0.053",25,20,3521,0,21.933
"38",38,"=","THE READY SET Young Forever",1035,"+1",26,"-9",2.564,"-0.014",25,35,1041,107,2.59
"39",39,"=","NEON TREES Your Surrender",1024,"+29",72,"+24",2.468,"+0.132",25,37,1024,173,2.468
"40",40,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",853,"-6",-493,"+143",3.934,"-0.047",25,21,3233,127,13.744
"41",41,"+2","T-PAIN Best Love Song f/Chris Brown",791,"+15",85,"+6",3.232,"+0.034",23,41,791,151,3.232
"42",42,"+2","STEVEN TYLER (It) Feels So Good",787,"+20",109,"+14",3.283,"+0.096",14,42,787,326,3.283
"43",43,"-1","BRITNEY SPEARS Hold It Against Me",772,"-6",-191,"+46",5.232,"+0.272",25,37,1171,58,8.927
"44",44,"-3","NICKI MINAJ Moment 4 Life f/Drake",770,"-32",-126,"+25",6.147,"+0.034",25,29,2036,0,13.564
"45",45,"=","CHRIS BROWN She Ain't You",756,"+6",130,"-13",5.307,"-0.023",14,45,756,201,5.33
"46",46,"=","AVRIL LAVIGNE Smile",607,"+13",132,"-6",1.605,"+0.030",7,46,607,226,1.605
"47",47,"=","MY CHEMICAL ROMANCE Sing",587,"-4",-261,"+47",3.137,"-0.078",25,29,2009,0,7.995
"48",48,"+1","CEE LO GREEN Bright Lights Bigger City",517,"+24",91,"+12",1.912,"+0.148",6,48,517,97,1.912
"49",49,"-1","TRAIN Save Me San Francisco",494,"-3",17,"-11",2.011,"+0.009",7,48,498,92,2.011
"50",50,"--","BIG SEAN My Last f/Chris Brown",391,"--",55,"--",1.303,"--",1,50,391,55,1.303
