"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"18",18,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3879,"+55",127,"+21",21.711,"+0.133",45,18,3879,864,21.943
"19",19,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",3869,"-47",-101,"-31",22.791,"-0.365",47,18,4031,605,23.761
"20",20,"=","TINIE TEMPAH Written In The Stars",3616,"-204",-1418,"-37",21.373,"-1.087",47,7,8819,756,54.175
"21",21,"=","NICOLE SCHERZINGER Right There",3414,"+147",696,"+52",18.378,"+1.175",31,21,3414,720,18.378
"22",22,"=","TAYLOR SWIFT The Story Of Us",3295,"+29",123,"+32",17.218,"+0.125",47,21,3295,587,17.303
"23",23,"=","RIHANNA California King Bed",3068,"+14",265,"-101",14.547,"-0.224",42,23,3068,616,14.846
"24",24,"+1","THE BAND PERRY If I Die Young",3046,"+112",583,"+22",15.865,"+1.111",47,24,3046,655,15.865
"25",25,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3041,"+75",485,"-8",14.826,"+0.359",47,24,3041,525,14.826
"26",26,"=","JEREMIH Down On Me f/50 Cent",2842,"-35",-237,"+47",17.253,"-0.266",47,10,8052,153,44.2
"27",27,"=","BRITNEY SPEARS I Wanna Go",2610,"+276",1635,"+172",18.389,"+2.327",13,27,2610,1635,18.389
"28",28,"=","BEYONCE Best Thing I Never Had",2274,"+104",732,"-24",11.858,"+0.458",19,28,2274,856,11.858
"29",29,"=","MAROON 5 Never Gonna Leave This Bed",2135,"+17",157,"-82",9.055,"+0.121",47,28,2135,312,9.055
"30",30,"+1","LADY GAGA Born This Way",1771,"-8",-62,"+21",11.273,"+0.235",47,19,3651,0,20.436
"31",31,"+1","CHRIS BROWN She Ain't You",1626,"+41",276,"+14",8.203,"+0.260",36,31,1626,337,8.203
"32",32,"+2","LIL WAYNE How To Love",1430,"+65",431,"+35",7.811,"+0.543",22,32,1430,431,7.811
"33",33,"=","NEW BOYZ Back Seat f/Cataracs & Dev",1328,"-101",-664,"+39",7.509,"-0.600",47,17,4096,331,21.342
"34",34,"+1","T-PAIN Best Love Song f/Chris Brown",1315,"+10",151,"-29",6.477,"+0.037",45,34,1315,260,6.477
"35",35,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1313,"+57",470,"+24",6.523,"+0.388",22,35,1313,472,6.523
"36",36,"+2","AVRIL LAVIGNE Smile",1142,"+16",205,"-10",3.798,"+0.138",29,36,1142,226,3.798
"37",37,"=","CHRIS BROWN Look At Me Now",1013,"-120",-306,"-129",7.289,"-0.813",47,28,1861,229,12.746
"38",38,"+1","IYAZ Pretty Girls",916,"-8",85,"-42",3.362,"-0.035",22,38,934,271,3.397
"39",39,"+1","CEE LO GREEN Bright Lights Bigger City",877,"+18",146,"-8",3.103,"+0.042",28,39,877,154,3.103
"40",40,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",792,"+36",222,"-5",2.569,"+0.160",13,40,792,227,2.569
"41",41,"+1","ALL TIME LOW I Feel Like Dancin�",754,"+38",294,"+16",2.226,"+0.106",8,41,754,294,2.226
"42",42,"+1","BIG SEAN My Last f/Chris Brown",695,"+21",138,"+8",2.437,"-0.035",22,42,695,169,2.472
"43",43,"+1","STEVEN TYLER (It) Feels So Good",552,"-46",-292,"-33",1.913,"-0.186",36,40,903,326,3.408
"44",44,"+1","TRAIN Save Me San Francisco",525,"+10",42,"+12",2.044,"+0.051",27,44,525,92,2.155
"45",45,"+3","COLDPLAY Every Teardrop Is A Waterfall",480,"+63",356,"+42",1.949,"+0.240",2,45,480,356,1.949
"46",46,"+3","AFROJACK Take Over Control f/Eva Simons",429,"+21",158,"+17",5.047,"+0.026",7,46,429,158,5.047
"47",47,"+3","CODY SIMPSON On My Mind",365,"+10",71,"+4",1.226,"-0.033",8,47,365,71,1.259
"48",48,"--","BAD MEETS EVIL Lighters f/Bruno Mars",360,"--",274,"--",1.798,"--",1,48,360,274,1.798
"49",49,"--","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",349,"--",7,"--",0.995,"--",7,48,357,66,1.007
"50",50,"--","ANDY GRAMMER Keep Your Head Up",332,"--",109,"--",1.107,"--",1,50,332,109,1.107
