"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"20",20,"=","RIHANNA California King Bed",3639,57,296,16,15.029,0.239,54,19,3639,616,15.029
"21",21,"+1","BEYONCE Best Thing I Never Had",3266,50,527,-18,17.162,0.439,31,21,3266,856,17.162
"22",22,"-1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3226,-181,-575,-147,16.159,-0.996,57,18,3879,864,21.943
"23",23,"=","TAYLOR SWIFT The Story Of Us",3025,-99,-221,-91,14.48,-0.476,59,21,3295,587,17.303
"24",24,"+1","TINIE TEMPAH Written In The Stars",2751,-7,-240,112,17.006,-0.171,59,7,8819,756,54.175
"25",25,"-1","WIZ KHALIFA Roll Up",2691,-220,-1421,-43,12.94,-0.976,59,14,5043,725,26.478
"26",26,"+3","LIL WAYNE How To Love",2672,172,867,102,15.406,1.24,34,26,2672,867,15.406
"27",27,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",2656,-82,-730,50,20.012,-0.332,59,18,4031,605,23.761
"28",28,"=","CHRIS BROWN She Ain't You",2610,61,587,-22,13.47,0.205,48,28,2610,635,13.47
"29",29,"-2","SELENA GOMEZ & THE SCENE Who Says",2443,-159,-1389,15,10.051,-0.657,59,17,4559,707,27.282
"30",30,"=","MAROON 5 Never Gonna Leave This Bed",2406,17,77,-17,10.111,0.083,59,28,2433,312,10.24
"31",31,"=","JEREMIH Down On Me f/50 Cent",2198,1,-256,67,14.635,-0.031,59,10,8052,153,44.2
"32",32,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2005,73,456,61,10.384,0.257,34,32,2005,502,10.384
"33",33,"=","AVRIL LAVIGNE Smile",1458,33,175,19,5.283,0.086,41,33,1458,226,5.283
"34",34,"=","T-PAIN Best Love Song f/Chris Brown",1308,-10,-61,-23,7.075,-0.016,57,33,1369,260,7.187
"35",35,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",1283,112,655,53,6.602,0.556,13,35,1283,655,6.602
"36",36,"-1","IYAZ Pretty Girls",1237,26,242,2,4.484,0.109,34,35,1237,271,4.484
"37",37,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1193,51,255,29,5.409,0.361,25,36,1193,257,5.409
"38",38,"=","CEE LO GREEN Bright Lights Bigger City",1042,0,81,-14,3.2,-0.117,40,37,1042,170,3.418
"39",39,"+1","COLDPLAY Every Teardrop Is A Waterfall",1008,42,266,-3,4.521,0.22,14,39,1008,446,4.521
"40",40,"+1","CHRIS BROWN Look At Me Now",957,22,17,48,7.768,0.388,59,28,1861,229,12.746
"41",41,"-2","NEW BOYZ Back Seat f/Cataracs & Dev",948,-60,-147,-42,6.064,-0.311,59,17,4096,331,21.342
"42",42,"=","BIG SEAN My Last f/Chris Brown",881,9,81,-8,4.239,0.044,34,40,881,169,4.239
"43",43,"=","ALL TIME LOW I Feel Like Dancin�",850,23,68,22,2.311,0.146,20,41,850,294,2.313
"44",44,"=","BLACK EYED PEAS Don't Stop The Party",834,54,461,-21,2.988,0.165,7,44,834,492,2.988
"45",45,"=","AFROJACK Take Over Control f/Eva Simons",784,22,214,-6,7.721,0.073,19,44,784,234,7.721
"46",46,"=","ANDY GRAMMER Keep Your Head Up",750,37,273,3,2.474,0.121,13,45,750,273,2.474
"47",47,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",703,52,275,23,3.061,0.125,10,47,703,275,3.061
"48",48,"+1","KELLY ROWLAND Motivation f/Lil Wayne",532,29,174,7,2.073,0.079,4,48,532,174,2.073
"49",49,"-1","TRAIN Save Me San Francisco",515,5,-36,-3,1.988,0.025,39,44,551,92,2.155
"50",50,"=","CODY SIMPSON On My Mind",509,14,99,12,1.543,0.04,20,47,509,99,1.543
