"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"35",35,"+1","THE BAND PERRY If I Die Young",1257,"+36",353,"+7",4.741,"+0.159",26,34,1257,353,4.741
"36",36,"+3","NEON TREES Your Surrender",1054,"+30",109,"+37",2.568,"+0.100",26,36,1054,173,2.568
"37",37,"+1","THE READY SET Young Forever",1045,"+10",48,"+22",2.561,"-0.003",26,35,1045,107,2.59
"38",38,"-1","DR. DRE I Need A Doctor f/Eminem",1025,"-11",-95,"+67",8.36,"-0.007",26,20,3521,0,21.933
"39",39,"+1","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",841,"-12",-371,"+122",3.798,"-0.136",26,21,3233,127,13.744
"40",40,"+1","T-PAIN Best Love Song f/Chris Brown",833,"+42",124,"+39",3.383,"+0.151",24,40,833,151,3.383
"41",41,"+1","STEVEN TYLER (It) Feels So Good",816,"+29",140,"+31",3.408,"+0.125",15,41,816,326,3.408
"42",42,"+3","CHRIS BROWN She Ain't You",795,"+39",168,"+38",5.457,"+0.150",15,42,795,201,5.457
"43",43,"+3","AVRIL LAVIGNE Smile",633,"+26",139,"+7",1.659,"+0.054",8,43,633,226,1.659
"44",44,"+4","CEE LO GREEN Bright Lights Bigger City",531,"+14",100,"+9",2.037,"+0.125",7,44,531,100,2.037
"45",45,"+4","TRAIN Save Me San Francisco",492,"-2",0,"-17",1.953,"-0.058",8,45,498,92,2.011
"46",46,"+4","BIG SEAN My Last f/Chris Brown",404,"+13",55,"+0",1.363,"+0.060",2,46,404,55,1.363
"47",47,"--","JENNIFER LOPEZ I'm Into You f/Lil Wayne",388,"--",142,"--",3.072,"--",1,47,388,142,3.072
"48",48,"--","LIL WAYNE How To Love",374,"--",291,"--",2.171,"--",1,48,374,291,2.171
"49",49,"--","HOLLYWOOD UNDEAD Coming Back Down",343,"--",-5,"--",0.832,"--",1,49,343,0,0.832
"50",50,"--","IYAZ Pretty Girls",307,"--",179,"--",0.571,"--",1,50,307,179,0.571
