"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"38",38,"=","IYAZ Pretty Girls",939,15,52,-6,3.418,0.096,24,38,939,271,3.418
"39",39,"=","CEE LO GREEN Bright Lights Bigger City",925,21,170,17,3.32,0.147,30,39,925,170,3.32
"40",40,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",853,36,251,17,2.909,0.315,15,40,853,251,2.909
"41",41,"=","ALL TIME LOW I Feel Like Dancin�",788,9,243,-35,2.279,-0.017,10,41,788,294,2.296
"42",42,"=","BIG SEAN My Last f/Chris Brown",752,34,139,10,2.699,0.214,24,42,752,169,2.699
"43",43,"=","COLDPLAY Every Teardrop Is A Waterfall",607,66,441,40,2.466,0.262,4,43,607,441,2.466
"44",44,"=","TRAIN Save Me San Francisco",534,0,42,-9,2.067,-0.005,29,44,534,92,2.155
"45",45,"+1","AFROJACK Take Over Control f/Eva Simons",487,36,194,28,5.571,0.388,9,45,487,194,5.571
"46",46,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",455,53,335,38,2.087,0.177,3,46,455,335,2.087
"47",47,"-2","STEVEN TYLER (It) Feels So Good",447,-44,-346,-14,1.577,-0.131,38,40,903,326,3.408
"48",48,"=","CODY SIMPSON On My Mind",391,14,89,8,1.285,0.018,10,47,391,89,1.285
"49",49,"+1","ANDY GRAMMER Keep Your Head Up",376,27,128,17,1.21,0.099,3,49,376,128,1.21
"50",50,"-1","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",362,11,8,6,1.077,0.057,9,48,362,66,1.077
