"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"38",38,"+6","JASON DERULO Don't Wanna Go Home",1102,"+234",1097,"+234",7.773,"+1.372",3,38,1102,1097,7.773
"39",39,"+2","NICKI MINAJ Super Bass",1100,"+117",680,"+60",7.336,"+0.478",5,39,1100,680,7.336
"40",40,"-1","THIRTY SECONDS TO MARS Closer To The Edg...",1070,"-53",-464,"-25",3.687,"-0.227",5,34,1390,0,4.829
"41",41,"-4","BRITNEY SPEARS Hold It Against Me",1069,"-78",-142,"-78",7.945,"-0.585",5,37,1171,0,8.927
"42",42,"-2","MAROON 5 Never Gonna Leave This Bed",1001,"+16",276,"-23",3.867,"+0.099",5,40,1001,312,3.867
"43",43,"=","THE READY SET Young Forever",902,"+18",35,"+20",2.293,"+0.013",5,41,902,54,2.295
"44",44,"+3","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",846,"+160",747,"+142",6.17,"+0.993",3,44,846,747,6.17
"45",45,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",815,"+52",392,"-86",3.681,"+0.313",5,44,815,478,3.681
"46",46,"=","NEON TREES Your Surrender",752,"+37",142,"+30",1.837,"+0.109",5,43,752,173,1.837
"47",47,"+1","FAR EAST MOVEMENT If I Was You (OMG) f/S...",642,"+9",56,"+11",2.2,"+0.036",5,45,642,108,2.201
"48",48,"+2","THE BAND PERRY If I Die Young",557,"+12",127,"+2",1.929,"+0.043",5,48,557,127,1.929
"49",49,"-1","T-PAIN Best Love Song f/Chris Brown",506,"-23",-25,"-53",2.186,"-0.103",3,47,544,54,2.403
"50",50,"--","CHRIS BROWN Beautiful People f/B. Benass...",444,"--",107,"--",2.788,"--",1,50,444,107,2.788
