"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"33",33,"-1","MAROON 5 Never Gonna Leave This Bed",1707,22,239,-14,6.756,0.096,30,31,1707,312,6.756
"34",34,"=","THE BAND PERRY If I Die Young",1611,100,494,51,6.665,0.639,30,34,1611,494,6.665
"35",35,"=","CHRIS BROWN Look At Me Now",1375,-23,-292,16,8.585,-0.058,30,28,1861,229,12.746
"36",36,"=","NEON TREES Your Surrender",1071,-14,93,-34,2.643,-0.068,30,36,1091,173,2.732
"37",37,"=","THE READY SET Young Forever",987,-15,-54,-21,2.332,-0.04,30,35,1045,107,2.59
"38",38,"+1","CHRIS BROWN She Ain't You",923,18,203,-14,5.818,0.057,19,38,923,217,5.818
"39",39,"+1","T-PAIN Best Love Song f/Chris Brown",885,16,120,0,3.704,0.233,28,39,885,151,3.704
"40",40,"-2","DR. DRE I Need A Doctor f/Eminem",869,-53,-195,-48,7.121,-0.4,30,20,3521,0,21.933
"41",41,"=","STEVEN TYLER (It) Feels So Good",830,-1,86,-17,3.295,-0.068,19,41,839,326,3.408
"42",42,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",721,-36,-167,1,3.4,-0.112,30,21,3233,127,13.744
"43",43,"=","AVRIL LAVIGNE Smile",690,12,115,1,1.909,0.012,12,43,690,226,1.909
"44",44,"=","CEE LO GREEN Bright Lights Bigger City",597,25,109,15,2.398,0.114,11,44,597,125,2.398
"45",45,"=","LIL WAYNE How To Love",555,35,305,-5,2.431,0.061,5,45,555,310,2.431
"46",46,"=","TRAIN Save Me San Francisco",493,-7,-5,-14,2.048,0.005,12,45,500,92,2.048
"47",47,"+1","IYAZ Pretty Girls",457,28,258,-3,1.107,0.097,5,47,457,261,1.107
"48",48,"-1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",446,10,121,-14,3.347,0.015,5,47,446,151,3.347
"49",49,"=","BIG SEAN My Last f/Chris Brown",408,8,22,3,1.419,0.05,6,46,408,55,1.419
"50",50,"=","BEYONCE Best Thing I Never Had",402,64,305,7,6.148,0.311,2,50,402,305,6.148
