"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"18",18,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4140,57,438,-20,21.347,0.313,66,17,4140,615,21.347
"19",19,"+1","LIL WAYNE How To Love",3966,138,1294,-34,22.001,0.577,41,19,3966,1328,22.001
"20",20,"-1","RIHANNA California King Bed",3844,-11,205,-68,15.806,-0.026,61,19,3856,616,16.018
"21",21,"=","BEYONCE Best Thing I Never Had",3765,92,499,42,19.078,0.241,38,20,3765,856,19.078
"22",22,"=","CHRIS BROWN She Ain't You",2891,53,281,-8,14.403,0.372,55,22,2891,635,14.403
"23",23,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2396,33,391,-40,12.402,0.286,41,23,2396,569,12.402
"24",24,"+2","BAD MEETS EVIL Lighters f/Bruno Mars",2320,169,1037,57,13.885,1.232,20,24,2320,1037,13.885
"25",25,"-1","MAROON 5 Never Gonna Leave This Bed",2309,-51,-97,-68,10.027,-0.099,66,23,2433,312,10.24
"26",26,"-1","TAYLOR SWIFT The Story Of Us",2032,-129,-993,-30,10.082,-0.578,66,21,3295,587,17.303
"27",27,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",1809,-87,-847,-5,17.491,-0.182,66,18,4031,605,23.761
"28",28,"-1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1806,-148,-1420,33,9.85,-0.575,64,18,3879,864,21.943
"29",29,"=","JEREMIH Down On Me f/50 Cent",1788,-74,-410,-75,11.739,-0.565,66,10,8052,153,44.2
"30",30,"+1","AVRIL LAVIGNE Smile",1596,14,138,-19,6.297,0.119,48,30,1596,226,6.297
"31",31,"-1","WIZ KHALIFA Roll Up",1561,-102,-1130,118,7.847,-0.472,66,14,5043,725,26.478
"32",32,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",1555,58,362,7,8.147,0.523,32,32,1555,367,8.147
"33",33,"-1","SELENA GOMEZ & THE SCENE Who Says",1488,-85,-955,74,7.5,0.1,66,17,4559,707,27.282
"34",34,"=","IYAZ Pretty Girls",1400,27,163,1,5.205,0.083,41,34,1400,271,5.205
"35",35,"+1","COLDPLAY Every Teardrop Is A Waterfall",1328,32,320,-10,6.146,0.21,21,35,1328,446,6.146
"36",36,"-1","T-PAIN Best Love Song f/Chris Brown",1322,-10,14,0,7.471,-0.087,64,33,1399,260,7.852
"37",37,"=","BLACK EYED PEAS Don't Stop The Party",1287,73,453,19,4.754,0.391,14,37,1287,492,4.754
"38",38,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1043,35,340,-17,4.271,0.14,17,38,1043,380,4.271
"39",39,"=","BIG SEAN My Last f/Chris Brown",1020,32,139,23,6.098,0.352,41,39,1020,169,6.098
"40",40,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",1017,91,520,46,6.262,0.308,7,40,1017,520,6.262
"41",41,"-1","CEE LO GREEN Bright Lights Bigger City",919,-38,-123,-38,2.787,-0.135,47,37,1044,170,3.418
"42",42,"+2","AFROJACK Take Over Control f/Eva Simons",901,23,117,1,9.479,0.437,26,42,901,234,9.479
"43",43,"-1","ANDY GRAMMER Keep Your Head Up",897,9,147,-28,3.066,0.039,20,42,897,280,3.066
"44",44,"-1","CHRIS BROWN Look At Me Now",867,-16,-90,-38,7.652,-0.247,66,28,1861,229,12.746
"45",45,"=","ALL TIME LOW I Feel Like Dancin�",864,-10,14,-33,2.303,-0.07,27,41,881,294,2.442
"46",46,"=","PITBULL Rain Over Me",839,71,399,36,7.891,0.514,6,46,839,399,7.891
"47",47,"=","KELLY ROWLAND Motivation f/Lil Wayne",733,49,201,20,2.483,0.096,11,45,733,248,2.483
"48",48,"+1","FOSTER THE PEOPLE Pumped Up Kicks",604,50,219,37,3.038,0.208,2,48,604,219,3.038
"49",49,"-1","CODY SIMPSON On My Mind",569,3,60,-11,1.729,-0.022,26,47,569,104,1.799
"50",50,"=","MATT NATHANSON Faster",520,-4,82,-35,1.662,-0.025,5,50,524,166,1.731
