"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
35,"=","COLDPLAY Every Teardrop Is A Waterfall",1359,"+31",297,"-23",6.388,"+0.242",22,35,1359,446,6.388
36,"=","T-PAIN Best Love Song f/Chris Brown",1353,"+31",43,"+29",7.482,"+0.011",65,33,1399,260,7.852
37,"=","BLACK EYED PEAS Don't Stop The Party",1274,"-13",332,"-121",4.926,"+0.172",15,37,1287,492,4.926
38,"+2","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",1100,"+83",548,"+28",6.544,"+0.282",8,38,1100,548,6.544
39,"-1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1079,"+36",326,"-14",4.332,"+0.061",18,38,1079,380,4.332
40,"-1","BIG SEAN My Last f/Chris Brown",1028,"+8",126,"-13",6.134,"+0.036",42,39,1028,169,6.134
42,"=","AFROJACK Take Over Control f/Eva Simons",931,"+30",128,"+11",10.174,"+0.695",27,42,931,234,10.174
41,"+5","PITBULL Rain Over Me",931,"+92",471,"+72",8.693,"+0.802",7,41,931,471,8.693
43,"-2","CEE LO GREEN Bright Lights Bigger City",915,"-4",-126,"-3",2.689,"-0.098",48,37,1044,170,3.418
44,"-1","ANDY GRAMMER Keep Your Head Up",906,"+9",118,"-29",3.048,"-0.018",21,42,906,280,3.066
45,"-1","CHRIS BROWN Look At Me Now",884,"+17",-41,"+49",7.617,"-0.035",67,28,1861,229,12.746
46,"-1","ALL TIME LOW I Feel Like Dancin�",877,"+13",26,"+12",2.322,"+0.019",28,41,881,294,2.442
47,"=","KELLY ROWLAND Motivation f/Lil Wayne",765,"+32",187,"-14",2.454,"-0.029",12,45,765,248,2.483
48,"=","FOSTER THE PEOPLE Pumped Up Kicks",649,"+45",251,"+32",3.383,"+0.345",3,48,649,251,3.383
49,"=","CODY SIMPSON On My Mind",577,"+8",60,"+0",1.754,"+0.025",27,47,577,104,1.799
50,"--","JOE JONAS See No More",546,"--",62,"--",2.227,"--",3,50,546,157,2.227
