"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
24,"=","LMFAO Party Rock Anthem",3213,78,453,3,21.813,0.644,15,24,3213,464,21.813
25,"=","JASON DERULO Don't Wanna Go Home",3072,180,1460,-3,17.866,0.808,13,25,3072,1463,17.866
26,"=","LADY GAGA Born This Way",2702,-50,-499,11,14.494,0.005,15,19,3651,0,20.436
27,"=","TAYLOR SWIFT The Story Of Us",2626,38,363,-47,12.756,0.136,15,26,2626,587,12.756
28,"+3","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1886,134,744,51,13.327,1.027,13,28,1886,855,13.327
29,"+3","NICKI MINAJ Super Bass",1835,104,561,39,10.707,0.551,15,29,1835,680,10.707
30,"-1","CHRIS BROWN Look At Me Now",1825,-14,129,-31,12.523,-0.152,15,29,1861,229,12.746
31,"-3","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",1762,-133,-1176,2,8.637,-0.549,15,21,3233,127,13.744
32,"-2","AVRIL LAVIGNE What The Hell",1746,-30,-425,53,8.366,-0.147,15,24,2903,0,13.876
33,"+2","SHONTELLE Say Hello To Goodbye",1545,33,96,34,4.554,0.118,15,33,1545,142,4.554
34,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1466,45,418,-31,6.308,0.296,15,34,1466,525,6.308
35,"-2","BIG TIME RUSH Boyfriend",1438,-170,-474,-180,5.546,-0.686,15,30,1912,197,7.455
36,"-2","DR. DRE I Need A Doctor f/Eminem",1420,-110,-1067,20,10.547,-0.62,15,20,3521,0,21.933
37,"=","MAROON 5 Never Gonna Leave This Bed",1313,25,235,-14,4.705,0.11,15,37,1313,312,4.705
38,"=","RIHANNA California King Bed",1307,97,610,12,7.052,0.435,10,38,1307,616,7.052
39,"=","BRITNEY SPEARS Hold It Against Me",1073,-33,4,-46,8.015,-0.496,15,37,1171,58,8.927
40,"=","NICKI MINAJ Moment 4 Life f/Drake",998,-63,-498,4,7.129,-0.302,15,29,2036,0,13.564
41,"=","MY CHEMICAL ROMANCE Sing",998,-52,-680,60,5.286,-0.157,15,29,2009,0,7.995
42,"=","THE READY SET Young Forever",988,-7,37,-34,2.469,-0.004,15,41,995,107,2.494
43,"=","NEON TREES Your Surrender",936,19,134,11,2.192,0.026,15,43,936,173,2.192
44,"=","BEYONCE Run The World (Girls)",824,-77,-342,-53,2.902,-0.153,15,35,1285,242,5.356
45,"=","LADY GAGA Judas",782,-101,-1856,319,3.54,-0.307,15,15,4801,0,27.232
46,"=","THE BAND PERRY If I Die Young",766,41,164,29,2.84,0.134,15,46,766,164,2.84
47,"=","T-PAIN Best Love Song f/Chris Brown",670,16,151,0,2.914,-0.005,13,47,670,151,2.919
48,"+1","STEVEN TYLER (It) Feels So Good",629,45,326,20,2.936,0.118,4,48,629,326,2.936
49,"-1","FAR EAST MOVEMENT If I Was You (OMG) f/S...",578,-22,-75,-21,1.837,-0.011,15,45,655,108,2.201
50,"=","CHRIS BROWN She Ain't You",576,8,181,-16,4.67,0.026,4,49,576,201,4.67
