"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
27,"=","GWEN STEFANI","Make Me Like You",2256,"-259",-958,"-231",8.164,"-0.542",65,"225",23,3265,1040,10.548
28,"+1","GRACE","You Don't Own Me f/G-Eazy",2248,"+103",603,"+66",9.626,"+0.401",36,"119",28,2248,603,9.626
29,"+1","PITBULL F/ENRIQUE IGLESIAS","Messin' Around",2079,"+65",817,"+481",9.745,"+0.247",15,"109",29,2079,1675,13.913
30,"+2","FLUME","Never Be Like You f/Kai",1780,"+22",256,"-45",8.867,"+0.317",39,"179",30,1780,345,8.867
31,"-3","PINK","Just Like Fire",1770,"-424",972,"-1217",9.907,"-5.990",8,"78",28,2194,2189,15.897
32,"+1","ROBIN SCHULZ","Sugar f/Francesco Yates",1723,"-17",-288,"+49",13.086,"-0.360",148,"317",13,7836,1193,44.484
33,"-2","TAYLOR SWIFT","New Romantics",1688,"-93",-1204,"+144",7.651,"-0.353",59,"114",17,5862,2558,28.461
34,"+1","SIA","Cheap Thrills",1563,"+27",217,"-4",6.159,"+0.179",46,"133",34,1563,248,6.159
35,"-1","PANIC! AT THE DISCO","Victorious",1551,"-30",-87,"-29",4.455,"-0.063",56,"205",29,1641,273,4.676
36,"=","MAJOR LAZER","Light It Up f/Nyla",1408,"+19",-1,"+23",4.707,"+0.090",52,"268",32,1418,288,5.389
37,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1373,"+24",-6,"+28",3.614,"-0.004",51,"310",32,1409,560,3.761
38,"=","TWENTY ONE PILOTS","Ride",1306,"+82",465,"+31",4.29,"+0.386",13,"130",38,1306,477,4.29
39,"=","JEREMIH","Oui",1196,"+47",263,"+38",3.321,"+0.162",34,"113",39,1196,263,3.321
40,"+1","DAYA","Sit Still, Look Pretty",1079,"+30",125,"+20",3.587,"+0.077",27,"246",40,1079,242,3.587
41,"-1","HALSEY","Colors",1067,"-3",41,"-19",2.978,"+0.029",48,"398",38,1076,304,2.982
42,"=","MELANIE MARTINEZ","Pity Party",990,"+17",101,"-3",2.601,"-0.005",25,"375",42,990,316,2.606
43,"=","SHAWN HOOK","Sound Of Your Heart",820,"-145",-1234,"+55",3.19,"-0.336",104,"509",22,3274,576,10.588
44,"=","BEBE REXHA","No Broken Hearts f/Nicki Minaj",801,"+30",261,"-1",2.96,"+0.073",8,"505",44,801,270,2.96
45,"=","BELLY","Might Not f/The Weeknd",690,"+27",133,"+7",2.852,"+0.201",12,"194",45,690,246,2.852
46,"=","ELLE KING","America's Sweetheart",676,"+15",56,"+5",1.577,"+0.032",24,"140",44,676,345,1.627
47,"=","DESIIGNER","Panda",629,"+55",200,"+35",5.2,"+0.341",3,"18",47,629,200,5.2
48,"=","TRYON","Somebody To Love Me",559,"+5",31,"+4",0.763,"+0.029",12,"--",48,559,95,0.763
49,"=","ALAN WALKER","Faded",548,"+7",159,"-26",3.92,"+0.053",5,"218",49,548,210,3.92
50,"--","ALUNAGEORGE","I'm In Control f/Popcaan",541,"--",52,"--",1.491,"--",4,"1202",49,541,112,1.497
