"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
24,"+2","JESSIE J Price Tag f/B.O.B",2784,"-232",-1484,"-21",14.194,"-1.650",40,12,5959,582,30.453
25,"+3","NICOLE SCHERZINGER Right There",2718,"+95",694,"-20",14.321,"+0.487",24,25,2718,720,14.321
26,"+3","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2556,"+86",313,"+17",13.175,"+0.707",40,26,2556,525,13.175
27,"+3","THE BAND PERRY If I Die Young",2463,"+90",573,"+2",11.509,"+0.415",40,27,2463,655,11.509
28,"+3","NEW BOYZ Back Seat f/Cataracs & Dev",1992,"-140",-1123,"+8",10.977,"-0.790",40,17,4096,331,21.342
29,"+3","MAROON 5 Never Gonna Leave This Bed",1978,"+99",230,"+89",8.345,"+0.784",40,29,1978,312,8.345
30,"+3","LADY GAGA Born This Way",1833,"-29",-214,"+74",10.456,"-0.117",40,19,3651,0,20.436
31,"+3","BEYONCE Best Thing I Never Had",1542,"+128",856,"+31",8.519,"+0.141",12,31,1542,856,8.519
32,"+3","CHRIS BROWN She Ain't You",1350,"+29",286,"-39",6.45,"-0.018",29,32,1350,337,6.468
33,"+3","CHRIS BROWN Look At Me Now",1319,"+10",3,"+53",9.689,"-0.203",40,28,1861,229,12.746
34,"+4","T-PAIN Best Love Song f/Chris Brown",1164,"+39",243,"+32",5.996,"+0.292",38,34,1164,243,5.996
35,"+2","SHONTELLE Say Hello To Goodbye",1108,"-109",-591,"-89",3.694,"-0.416",40,29,1775,174,5.629
36,"+3","LIL WAYNE How To Love",999,"+30",288,"-43",3.874,"+0.169",15,36,999,337,3.874
37,"+5","BRITNEY SPEARS I Wanna Go",975,"+104",656,"+48",7.608,"+0.557",6,37,975,656,7.608
38,"+3","AVRIL LAVIGNE Smile",937,"+26",162,"-5",2.505,"+0.044",22,38,937,226,2.505
39,"+1","NEON TREES Your Surrender",894,"-29",-146,"-12",2.24,"-0.081",40,36,1091,173,2.732
40,"+3","STEVEN TYLER (It) Feels So Good",844,"-13",-41,"-27",3.166,"-0.067",29,40,903,326,3.408
41,"+3","JENNIFER LOPEZ I'm Into You f/Lil Wayne",843,"+36",286,"-3",4.559,"-0.081",15,41,843,289,4.64
42,"+3","IYAZ Pretty Girls",831,"+34",262,"-9",2.786,"+0.142",15,42,831,271,2.786
43,"+3","CEE LO GREEN Bright Lights Bigger City",731,"+26",98,"+21",2.629,"+0.002",21,43,731,125,2.629
44,"+5","COBRA STARSHIP You Make Me Feel... f/Sab...",570,"+41",206,"+22",2.003,"+0.044",6,44,570,214,2.105
45,"+3","BIG SEAN My Last f/Chris Brown",557,"+13",128,"+9",2.165,"+0.130",15,45,557,128,2.165
46,"--","TRAIN Save Me San Francisco",483,"--",-26,"--",1.881,"--",20,45,509,92,2.155
47,"--","ALL TIME LOW I Feel Like Dancin�",460,"--",141,"--",1.425,"--",1,47,460,141,1.425
48,"--","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",342,"--",64,"--",0.98,"--",1,48,342,64,0.98
49,"--","CODY SIMPSON On My Mind",294,"--",35,"--",1.085,"--",1,49,294,35,1.085
50,"--","ULTRAVIOLET SOUND Girl Talk",290,"--",-21,"--",0.336,"--",1,50,290,0,0.336
