"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
21,"-1","JEREMIH Down On Me f/50 Cent",4007,"-129",-1076,"+18",23.474,"-0.548",29,10,8052,153,44.2
22,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",3792,"+34",219,"+5",20.115,"+0.018",29,22,3792,605,21.932
23,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",3756,"-118",-287,"-64",20.39,"-0.334",29,17,4096,331,21.342
24,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3240,"+60",655,"-19",19.7,"+0.183",27,24,3240,864,19.7
25,"=","NICKI MINAJ Super Bass",3157,"+127",632,"+59",18.406,"+0.946",29,25,3157,834,18.406
26,"=","TAYLOR SWIFT The Story Of Us",3021,"+42",288,"+33",14.932,"+0.393",29,24,3021,587,14.932
27,"=","LADY GAGA Born This Way",2364,"-99",-181,"-112",12.768,"-0.448",29,19,3651,0,20.436
28,"=","RIHANNA California King Bed",2232,"+66",480,"+10",10.943,"+0.460",24,28,2232,616,10.943
29,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",2061,"+238",1180,"+116",13.083,"+1.411",12,29,2061,1180,13.083
30,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2034,"+49",376,"+4",9.127,"+0.245",29,29,2034,525,9.127
31,"=","SHONTELLE Say Hello To Goodbye",1775,"+2",119,"-1",5.629,"+0.042",29,29,1775,174,5.629
32,"=","MAROON 5 Never Gonna Leave This Bed",1685,"+27",253,"+2",6.66,"+0.158",29,31,1685,312,6.66
33,"=","NICOLE SCHERZINGER Right There",1628,"+69",614,"-7",9.475,"+0.179",13,33,1628,697,9.475
34,"+1","THE BAND PERRY If I Die Young",1511,"+87",443,"+30",6.026,"+0.562",29,34,1511,443,6.026
35,"-1","CHRIS BROWN Look At Me Now",1398,"-38",-308,"-4",8.643,"-0.105",29,28,1861,229,12.746
36,"=","NEON TREES Your Surrender",1085,"-6",127,"-5",2.711,"-0.021",29,36,1091,173,2.732
37,"=","THE READY SET Young Forever",1002,"-22",-33,"-33",2.372,"-0.104",29,35,1045,107,2.59
38,"=","DR. DRE I Need A Doctor f/Eminem",922,"-41",-147,"-29",7.521,"-0.426",29,20,3521,0,21.933
39,"=","CHRIS BROWN She Ain't You",905,"+38",217,"+9",5.761,"+0.099",18,39,905,217,5.761
40,"=","T-PAIN Best Love Song f/Chris Brown",869,"+10",120,"-13",3.471,"-0.001",27,39,869,151,3.472
41,"=","STEVEN TYLER (It) Feels So Good",831,"-8",103,"-30",3.363,"-0.045",18,41,839,326,3.408
42,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",757,"-34",-168,"+41",3.512,"-0.111",29,21,3233,127,13.744
43,"=","AVRIL LAVIGNE Smile",678,"+12",114,"-8",1.897,"+0.061",11,43,678,226,1.897
44,"=","CEE LO GREEN Bright Lights Bigger City",572,"+9",94,"-17",2.284,"+0.023",10,44,572,125,2.284
45,"+1","LIL WAYNE How To Love",520,"+54",310,"+9",2.37,"+0.096",4,45,520,310,2.37
46,"-1","TRAIN Save Me San Francisco",500,"+1",9,"+8",2.043,"+0.008",11,45,500,92,2.043
47,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",436,"+9",135,"-12",3.332,"+0.058",4,47,436,151,3.332
48,"+1","IYAZ Pretty Girls",429,"+34",261,"+3",1.01,"+0.168",4,48,429,261,1.01
49,"-1","BIG SEAN My Last f/Chris Brown",400,"+1",19,"-3",1.369,"-0.037",5,46,404,55,1.406
50,"--","BEYONCE Best Thing I Never Had",338,"--",298,"--",5.837,"--",1,50,338,298,5.837
