"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
32,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",1601,"-10",-165,"+34",11.775,"-0.068",153,"243",13,7836,1193,44.484
33,"=","MAJOR LAZER","Light It Up f/Nyla",1598,"+19",214,"+20",5.709,"+0.008",57,"162",32,1598,288,5.773
34,"+1","HAILEE STEINFELD","Rock Bottom f/DNCE",1349,"-13",-60,"-26",3.341,"-0.046",56,"239",32,1409,560,3.761
35,"-1","PANIC! AT THE DISCO","Victorious",1349,"-96",-262,"-97",3.832,"-0.271",61,"139",29,1641,273,4.676
36,"+2","JEREMIH","Oui",1313,"+28",180,"-3",3.855,"+0.131",39,"74",36,1313,263,3.855
37,"+2","DAYA","Sit Still, Look Pretty",1279,"+36",250,"+17",4.002,"-0.005",32,"185",37,1279,250,4.007
38,"-2","TAYLOR SWIFT","New Romantics",1236,"-77",-656,"+38",6.094,"-0.344",64,"91",17,5862,2558,28.461
39,"-2","GWEN STEFANI","Make Me Like You",1198,"-113",-1594,"+80",4.025,"-0.630",70,"186",23,3265,1040,10.548
40,"=","MELANIE MARTINEZ","Pity Party",1079,"+21",123,"+7",3.036,"+0.118",30,"262",40,1079,316,3.036
41,"+1","DESIIGNER","Panda",1043,"+99",511,"+52",7.678,"+0.588",8,"9/76",41,1043,511,7.678
42,"-1","HALSEY","Colors",1011,"-17",-65,"-27",2.762,"+0.000",53,"284",38,1076,304,2.982
43,"+1","ELLIE GOULDING","Army",951,"+96",733,"+14",2.966,"+0.246",4,"--",43,951,733,2.966
44,"-1","BEBE REXHA","No Broken Hearts f/Nicki Minaj",932,"+15",179,"-38",2.629,"+0.005",13,"525",42,932,270,2.96
45,"=","BELLY","Might Not f/The Weeknd",859,"+40",211,"+13",3.804,"+0.139",17,"135",44,859,246,3.804
46,"=","ELLE KING","America's Sweetheart",709,"+7",50,"-3",1.668,"+0.012",29,"90",44,709,345,1.668
47,"=","TRYON","Somebody To Love Me",622,"+11",69,"+10",0.926,"+0.016",17,"--",47,622,95,0.926
48,"=","ALAN WALKER","Faded",573,"+9",47,"+1",4.229,"+0.068",10,"122",48,573,210,4.229
49,"--","TIMEFLIES","Once In A While",571,"--",423,"--",1.297,"--",1,"917",49,571,423,1.297
50,"-1","ALUNAGEORGE","I'm In Control f/Popcaan",560,"+16",36,"+12",1.376,"-0.019",9,"1199",49,560,112,1.497
