"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"38",38,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",957,"+6",165,"-30",3.831,"+0.126",20,38,957,257,3.831
"39",39,"+1","CHRIS BROWN Look At Me Now",894,"-11",-119,"+111",6.758,"-0.082",54,28,1861,229,12.746
"40",40,"+1","BIG SEAN My Last f/Chris Brown",837,"+22",142,"+4",3.91,"+0.335",29,40,837,169,3.91
"41",41,"+3","BAD MEETS EVIL Lighters f/Bruno Mars",807,"+87",447,"+19",4.001,"+0.555",8,41,807,447,4.001
"42",42,"=","ALL TIME LOW I Feel Like Dancin�",789,"-1",35,"-38",2.104,"-0.026",15,41,795,294,2.313
"43",43,"=","COLDPLAY Every Teardrop Is A Waterfall",788,"+22",308,"-41",3.789,"+0.255",9,43,788,446,3.789
"44",44,"+1","AFROJACK Take Over Control f/Eva Simons",640,"+43",211,"+22",7.076,"+0.518",14,44,640,211,7.076
"45",45,"+2","ANDY GRAMMER Keep Your Head Up",541,"+33",209,"+16",1.765,"+0.123",8,45,541,209,1.765
"46",46,"=","TRAIN Save Me San Francisco",539,"-8",14,"-18",2.046,"-0.047",34,44,551,92,2.155
"47",47,"+2","BLACK EYED PEAS Don't Stop The Party",529,"+74",373,"+65",2.029,"+0.248",2,47,529,373,2.029
"48",48,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",486,"+29",183,"-2",2.148,"+0.159",5,48,486,211,2.148
"49",49,"+1","CODY SIMPSON On My Mind",442,"+15",77,"+5",1.345,"+0.054",15,47,442,89,1.345
"50",50,"--","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",399,"--",50,"--",1.263,"--",12,48,399,66,1.263
