"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
21,"+2","HOT CHELLE RAE Tonight Tonight",3079,65,626,-17,14.084,0.431,7,21,3079,643,14.084
22,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",3071,-43,-140,-50,12.985,-0.158,7,21,3233,127,13.744
23,"-5","LADY GAGA Judas",3058,-408,-1913,-316,13.056,-2.653,7,15,4801,0,27.232
24,"+1","ONEREPUBLIC Good Life",2888,102,532,31,14.57,0.698,7,24,2888,532,14.57
25,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",2790,107,468,65,19.284,0.651,7,25,2790,560,19.284
26,"+1","LMFAO Party Rock Anthem",2680,48,353,-13,16.951,0.083,7,26,2680,378,16.951
27,"-3","DR. DRE I Need A Doctor f/Eminem",2617,-200,-1039,-126,15.109,-1.28,7,20,3521,0,21.933
28,"=","AVRIL LAVIGNE What The Hell",2254,-65,-786,91,10.743,-0.398,7,24,2903,0,13.876
29,"+2","LADY GAGA The Edge Of Glory",2187,284,1881,136,17.779,1.387,7,29,2187,1881,17.779
30,"-1","TAYLOR SWIFT The Story Of Us",2178,72,291,24,11.292,0.362,7,29,2178,291,11.292
31,"-1","BIG TIME RUSH Boyfriend",1902,-2,43,-9,7.426,0.059,7,30,1904,197,7.426
32,"=","MY CHEMICAL ROMANCE Sing",1790,-81,-243,-67,7.41,-0.263,7,29,2009,0,7.995
33,"=","CHRIS BROWN Look At Me Now",1677,11,-3,-19,11.105,0.245,7,33,1692,229,11.837
34,"=","NICKI MINAJ Moment 4 Life f/Drake",1563,-97,-624,102,10.375,-0.351,7,29,2036,0,13.564
35,"=","SHONTELLE Say Hello To Goodbye",1450,20,133,16,4.16,0.082,7,34,1450,142,4.16
36,"=","JASON DERULO Don't Wanna Go Home",1429,167,1263,70,9.739,1,5,36,1429,1263,9.739
37,"+1","NICKI MINAJ Super Bass",1208,57,636,-23,7.667,0.195,7,37,1208,680,7.667
38,"-1","BEYONCE Run The World (Girls)",1190,-22,-104,-22,4.648,-0.24,7,35,1285,242,5.356
39,"=","KANYE WEST All Of The Lights",1085,-35,-71,-37,7.1,-0.22,7,37,1170,71,7.48
40,"+3","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1059,106,855,38,7.611,0.832,5,40,1059,855,7.611
41,"-1","BRITNEY SPEARS Hold It Against Me",1055,4,-125,44,8.185,0.146,7,37,1171,0,8.927
42,"-1","MAROON 5 Never Gonna Leave This Bed",1039,3,211,-63,3.958,-0.02,7,40,1039,312,3.978
43,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",972,82,473,42,4.419,0.258,7,43,972,478,4.419
44,"-2","THIRTY SECONDS TO MARS Closer To The Edg...",928,-67,-525,-20,3.27,-0.155,7,34,1390,0,4.829
45,"-1","THE READY SET Young Forever",924,15,47,18,2.293,0.015,7,41,924,54,2.295
46,"=","NEON TREES Your Surrender",794,23,148,11,1.902,0.025,7,43,794,173,1.902
47,"=","FAR EAST MOVEMENT If I Was You (OMG) f/S...",653,7,20,-19,2.06,-0.025,7,45,653,108,2.201
48,"+1","RIHANNA California King Bed",612,104,514,78,4.503,0.581,2,48,612,514,4.503
49,"-1","THE BAND PERRY If I Die Young",590,17,119,-6,2.056,0.089,7,48,590,127,2.056
50,"=","T-PAIN Best Love Song f/Chris Brown",503,6,-47,0,2.112,0.007,5,47,544,54,2.403
