"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"25",25,"-1","JESSIE J Price Tag f/B.O.B",3227,"-223",-1461,"-45",17.23,"-1.219",38,12,5959,582,30.453
"26",26,"=","TAYLOR SWIFT The Story Of Us",3156,"+6",52,"-35",16.38,"+0.114",38,24,3156,587,16.38
"27",27,"=","RIHANNA California King Bed",2645,"+43",306,"-14",13.133,"+0.002",33,27,2645,616,13.133
"28",28,"+1","NICOLE SCHERZINGER Right There",2496,"+84",717,"+15",13.418,"+0.270",22,28,2496,720,13.418
"29",29,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2378,"+21",230,"-25",11.923,"+0.338",38,29,2378,525,11.923
"30",30,"+1","THE BAND PERRY If I Die Young",2309,"+82",598,"-18",10.711,"+0.408",38,30,2309,655,10.711
"31",31,"-3","NEW BOYZ Back Seat f/Cataracs & Dev",2301,"-132",-1093,"+36",12.741,"-0.888",38,17,4096,331,21.342
"32",32,"=","LADY GAGA Born This Way",1926,"+9",-261,"+120",10.632,"+0.150",38,19,3651,0,20.436
"33",33,"=","MAROON 5 Never Gonna Leave This Bed",1854,"+18",138,"+9",7.297,"+0.039",38,31,1854,312,7.297
"34",34,"+1","CHRIS BROWN Look At Me Now",1336,"-4",-28,"+7",10.223,"+0.037",38,28,1861,229,12.746
"35",35,"-1","SHONTELLE Say Hello To Goodbye",1330,"-120",-422,"-104",4.516,"-0.364",38,29,1775,174,5.629
"36",36,"+1","BEYONCE Best Thing I Never Had",1283,"+95",790,"+4",8.169,"+0.189",10,36,1283,790,8.169
"37",37,"-1","CHRIS BROWN She Ain't You",1282,"+53",337,"+31",6.393,"+0.059",27,36,1282,337,6.418
"38",38,"=","T-PAIN Best Love Song f/Chris Brown",1064,"+38",162,"+21",5.441,"+0.073",36,38,1064,162,5.441
"39",39,"=","NEON TREES Your Surrender",953,"-32",-116,"-30",2.377,"-0.049",38,36,1091,173,2.732
"40",40,"+2","LIL WAYNE How To Love",915,"+49",326,"+15",3.509,"+0.189",13,40,915,337,3.509
"41",41,"=","AVRIL LAVIGNE Smile",905,"+21",201,"+7",2.437,"+0.055",20,41,905,226,2.437
"42",42,"-2","STEVEN TYLER (It) Feels So Good",871,"-20",27,"-34",3.252,"-0.012",27,40,903,326,3.408
"43",43,"+4","BRITNEY SPEARS I Wanna Go",744,"+101",535,"+45",6.259,"+0.493",4,43,744,535,6.259
"44",44,"-1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",744,"+36",262,"+0",4.383,"+0.041",13,43,744,262,4.383
"45",45,"-1","IYAZ Pretty Girls",742,"+39",259,"+13",2.516,"+0.115",13,44,742,262,2.516
"46",46,"=","CEE LO GREEN Bright Lights Bigger City",704,"+16",97,"+6",2.609,"+0.069",19,44,704,125,2.609
"47",47,"-2","THE READY SET Young Forever",604,"-87",-366,"-70",1.433,"-0.198",38,35,1045,107,2.59
"48",48,"=","DR. DRE I Need A Doctor f/Eminem",566,"-8",-237,"+58",3.593,"+0.008",38,20,3521,0,21.933
"49",49,"=","BIG SEAN My Last f/Chris Brown",522,"+17",106,"+9",1.898,"+0.112",13,46,522,106,1.898
"50",50,"--","COBRA STARSHIP You Make Me Feel... f/Sab...",506,"--",195,"--",2.021,"--",4,50,506,214,2.105
