"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"21",21,"=","HOT CHELLE RAE Tonight Tonight",3704,62,462,-24,17.839,0.51,16,20,3704,643,17.839
"22",22,"=","ONEREPUBLIC Good Life",3437,65,396,6,17.682,0.397,16,21,3437,580,17.682
"23",23,"+1","LMFAO Party Rock Anthem",3315,102,487,34,22.495,0.682,16,23,3315,487,22.495
"24",24,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",3261,25,296,-39,20.5,0,16,23,3261,605,20.588
"25",25,"=","JASON DERULO Don't Wanna Go Home",3248,176,1428,-32,18.678,0.812,14,25,3248,1463,18.678
"26",26,"=","LADY GAGA Born This Way",2654,-48,-519,-20,14.547,0.053,16,19,3651,0,20.436
"27",27,"=","TAYLOR SWIFT The Story Of Us",2618,-8,266,-97,12.834,0.078,16,26,2626,587,12.834
"28",28,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2006,120,797,53,13.86,0.533,14,28,2006,855,13.86
"29",29,"=","NICKI MINAJ Super Bass",1969,134,637,76,11.253,0.546,16,29,1969,680,11.253
"30",30,"=","CHRIS BROWN Look At Me Now",1782,-43,49,-80,12.222,-0.301,16,29,1861,229,12.746
"31",31,"+1","AVRIL LAVIGNE What The Hell",1671,-75,-443,-18,8.147,-0.219,16,24,2903,0,13.876
"32",32,"-1","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",1621,-141,-1175,1,8.066,-0.571,16,21,3233,127,13.744
"33",33,"=","SHONTELLE Say Hello To Goodbye",1539,-6,78,-18,4.472,-0.082,16,33,1545,142,4.554
"34",34,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1495,29,363,-55,6.431,0.123,16,34,1495,525,6.431
"35",35,"+3","RIHANNA California King Bed",1382,75,598,-12,7.465,0.413,11,35,1382,616,7.465
"36",36,"=","DR. DRE I Need A Doctor f/Eminem",1337,-83,-995,72,10.23,-0.317,16,20,3521,0,21.933
"37",37,"=","MAROON 5 Never Gonna Leave This Bed",1328,15,215,-20,4.757,0.052,16,37,1328,312,4.757
"38",38,"-3","BIG TIME RUSH Boyfriend",1257,-181,-649,-175,4.839,-0.707,16,30,1912,197,7.455
"39",39,"=","BRITNEY SPEARS Hold It Against Me",1041,-32,-12,-16,7.487,-0.528,16,37,1171,58,8.927
"40",40,"+2","THE READY SET Young Forever",991,3,25,-12,2.49,0.021,16,40,995,107,2.494
"41",41,"-1","NICKI MINAJ Moment 4 Life f/Drake",971,-27,-455,43,7.144,0.015,16,29,2036,0,13.564
"42",42,"-1","MY CHEMICAL ROMANCE Sing",950,-48,-608,72,5.095,-0.191,16,29,2009,0,7.995
"43",43,"=","NEON TREES Your Surrender",939,3,112,-22,2.177,-0.015,16,43,939,173,2.192
"44",44,"+2","THE BAND PERRY If I Die Young",817,51,199,35,3.045,0.205,16,44,817,199,3.045
"45",45,"-1","BEYONCE Run The World (Girls)",741,-83,-374,-32,2.577,-0.325,16,35,1285,242,5.356
"46",46,"-1","LADY GAGA Judas",708,-74,-1569,287,3.424,-0.116,16,15,4801,0,27.232
"47",47,"=","T-PAIN Best Love Song f/Chris Brown",680,10,134,-17,3.001,0.087,14,47,680,151,3.001
"48",48,"=","STEVEN TYLER (It) Feels So Good",656,27,302,-24,3.028,0.092,5,48,656,326,3.028
"49",49,"+1","CHRIS BROWN She Ain't You",581,5,159,-22,4.714,0.044,5,49,581,201,4.714
"50",50,"-1","FAR EAST MOVEMENT If I Was You (OMG) f/S...",537,-41,-118,-43,1.723,-0.114,16,45,655,108,2.201
