"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"17",17,"=","SELENA GOMEZ & THE SCENE Who Says",4133,"+37",242,"-53",24.28,"+0.417",20,17,4133,707,24.28
"18",18,"=","NEW BOYZ Back Seat f/Cataracs & Dev",4081,"+11",61,"+1",21.34,"+0.255",20,17,4096,331,21.34
"19",19,"=","HOT CHELLE RAE Tonight Tonight",3861,"+49",324,"-42",19.073,"+0.294",20,19,3861,643,19.073
"20",20,"=","JASON DERULO Don't Wanna Go Home",3856,"+138",1204,"-69",21.22,"+0.697",18,20,3856,1463,21.22
"21",21,"=","LMFAO Party Rock Anthem",3819,"+136",783,"+83",27.275,"+1.520",20,21,3819,783,27.275
"22",22,"=","ONEREPUBLIC Good Life",3736,"+59",442,"+28",19.521,"+0.313",20,21,3736,580,19.521
"23",23,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3463,"+79",272,"+32",21.691,"+0.335",20,23,3463,605,21.691
"24",24,"=","TAYLOR SWIFT The Story Of Us",2674,"+6",76,"-3",13.612,"+0.083",20,24,2674,587,13.612
"25",25,"=","LADY GAGA Born This Way",2541,"-19",-286,"+75",13.221,"-0.334",20,19,3651,0,20.436
"26",26,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2442,"+90",829,"-35",16.999,"+0.768",18,26,2442,864,16.999
"27",27,"=","NICKI MINAJ Super Bass",2397,"+82",804,"-30",13.101,"+0.494",20,27,2397,834,13.101
"28",28,"=","CHRIS BROWN Look At Me Now",1751,"-19",-97,"-6",12.186,"-0.195",20,28,1861,229,12.746
"29",29,"+1","RIHANNA California King Bed",1641,"+47",517,"-45",8.407,"+0.005",15,29,1641,616,8.407
"30",30,"-1","SHONTELLE Say Hello To Goodbye",1632,"-2",121,"-19",5.047,"-0.108",20,29,1634,142,5.155
"31",31,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1588,"+31",215,"-33",6.992,"+0.107",20,31,1588,525,6.992
"32",32,"=","AVRIL LAVIGNE What The Hell",1481,"-55",-384,"+25",7.254,"-0.154",20,24,2903,0,13.876
"33",33,"=","MAROON 5 Never Gonna Leave This Bed",1380,"+32",119,"+4",4.88,"+0.076",20,33,1380,312,4.88
"34",34,"+1","DR. DRE I Need A Doctor f/Eminem",1111,"-9",-532,"+149",8.717,"-0.329",20,20,3521,0,21.933
"35",35,"-1","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",1080,"-132",-1016,"+62",5.227,"-0.718",20,21,3233,127,13.744
"36",36,"=","THE READY SET Young Forever",1017,"+20",33,"+14",2.537,"+0.081",20,36,1017,107,2.537
"37",37,"+2","THE BAND PERRY If I Die Young",953,"+49",249,"+32",3.624,"+0.193",20,37,953,249,3.624
"38",38,"-1","NEON TREES Your Surrender",945,"+0",44,"-23",2.156,"+0.006",20,37,951,173,2.192
"39",39,"+4","NICOLE SCHERZINGER Right There",848,"+109",547,"+83",6.631,"+0.400",4,39,848,547,6.631
"40",40,"=","NICKI MINAJ Moment 4 Life f/Drake",845,"-5",-252,"+79",6.356,"-0.126",20,29,2036,0,13.564
"41",41,"-3","BRITNEY SPEARS Hold It Against Me",843,"-65",-266,"-95",5.308,"-0.568",20,37,1171,58,8.927
"42",42,"=","MY CHEMICAL ROMANCE Sing",737,"-41",-408,"+70",3.923,"-0.195",20,29,2009,0,7.995
"43",43,"+1","T-PAIN Best Love Song f/Chris Brown",715,"+6",82,"-23",2.988,"+0.015",18,43,715,151,3.001
"44",44,"+3","KATY PERRY Last Friday Night (T.G.I.F.)",710,"+85",427,"+65",5.934,"+0.703",3,44,710,427,5.934
"45",45,"=","STEVEN TYLER (It) Feels So Good",696,"+20",165,"-32",3.074,"+0.051",9,45,696,326,3.087
"46",46,"-5","BIG TIME RUSH Boyfriend",667,"-126",-1046,"-48",2.518,"-0.487",20,30,1912,197,7.455
"47",47,"-1","CHRIS BROWN She Ain't You",639,"+12",92,"-19",4.95,"-0.044",9,46,639,201,5.003
"48",48,"=","AVRIL LAVIGNE Smile",520,"+26",199,"-27",1.311,"+0.044",2,48,520,226,1.311
"49",49,"=","TRAIN Save Me San Francisco",493,"+1",75,"-17",1.875,"+0.048",2,49,493,92,1.875
"50",50,"--","CEE LO GREEN Bright Lights Bigger City",434,"--",72,"--",1.645,"--",1,50,434,72,1.645
