"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
39,"-1","BEBE REXHA","No Broken Hearts f/Nicki Minaj",1274,"+7",278,"-28",4.009,"+0.039",22,"227",38,1274,319,4.009
40,"-1","MELANIE MARTINEZ","Pity Party",1116,"+8",27,"+3",3.543,"-0.067",39,"213",39,1129,316,3.662
41,"+1","SELENA GOMEZ","Kill Em With Kindness",1055,"+176",710,"+142",3.942,"+0.650",5,"--",41,1055,710,3.942
42,"-2","BELLY","Might Not f/The Weeknd",1006,"+19",92,"-2",4.42,"+0.044",26,"128",40,1006,246,4.42
43,"-2","HAILEE STEINFELD","Rock Bottom f/DNCE",877,"-77",-412,"-34",2.078,"-0.164",65,"225",32,1409,560,3.761
44,"-1","TIMEFLIES","Once In A While",876,"+21",220,"-20",2.027,"+0.044",10,"606",42,876,423,2.027
45,"=","ALAN WALKER","Faded",728,"+14",163,"+19",4.69,"+0.089",17,"150",45,728,210,4.69
46,"=","ALUNAGEORGE","I'm In Control f/Popcaan",714,"+0",100,"-27",2.127,"+0.173",18,"944",46,714,151,2.127
47,"=","TRYON","Somebody To Love Me",713,"+6",69,"-12",0.99,"-0.008",26,"--",47,713,95,0.998
48,"=","ELLE KING","America's Sweetheart",663,"-36",-60,"-42",1.655,"-0.058",38,"98",44,752,345,1.885
49,"-5","HALSEY","Colors",655,"-85",-346,"-81",1.863,"-0.184",62,"368",38,1076,304,2.982
50,"--","KENT JONES","Don't Mind",631,"--",320,"--",4.61,"--",1,"58",50,631,320,4.61
