"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
24,"-1","RIHANNA","Kiss It Better",3470,-23,226,-124,14.668,-0.36,30,"84",23,3493,1133,15.648
25,"=","GRACE","You Don't Own Me f/G-Eazy",3124,50,533,-52,12.356,0.083,49,"51",24,3124,664,12.356
26,"=","PITBULL F/ENRIQUE IGLESIAS","Messin' Around",2634,-1,210,-41,11.618,0.035,28,"46",26,2635,1675,13.913
27,"+2","TWENTY ONE PILOTS","Ride",2574,77,619,-41,10.309,0.317,26,"53",27,2574,764,10.309
28,"=","FLUME","Never Be Like You f/Kai",2552,45,346,-14,13.805,0.443,52,"72",28,2552,487,13.805
29,"-2","RIHANNA","Work f/Drake",2531,-57,-653,3,15.844,-0.811,100,"35",8,11661,3999,67.246
30,"+1","SIA","Cheap Thrills",2120,47,335,16,10.266,0.467,59,"87",30,2120,335,10.266
31,"+2","DESIIGNER","Panda",1939,92,772,-30,11.439,0.109,16,"7/76",31,1939,808,11.439
32,"-2","TROYE SIVAN","Youth",1888,-191,-2134,141,8.768,-0.463,124,"91",17,5443,660,22.213
33,"-1","JUSTIN BIEBER","Company",1668,-211,-2655,220,8.273,-0.705,68,"210",16,6486,2006,31.446
34,"=","MAJOR LAZER","Light It Up f/Nyla",1651,6,33,-14,5.601,-0.035,65,"160",32,1651,288,5.795
35,"=","ELLIE GOULDING","Army",1535,41,490,-53,4.768,0.214,12,"--",35,1535,733,4.768
36,"=","JEREMIH","Oui",1436,18,82,-23,4.684,0.129,47,"78",34,1440,263,4.684
37,"=","DAYA","Sit Still, Look Pretty",1426,34,127,14,4.259,0.05,40,"104",36,1426,250,4.259
38,"=","BEBE REXHA","No Broken Hearts f/Nicki Minaj",1267,33,306,4,3.97,0.027,21,"248",38,1267,319,3.97
39,"=","MELANIE MARTINEZ","Pity Party",1108,9,24,4,3.61,-0.033,38,"173",39,1129,316,3.662
40,"+1","BELLY","Might Not f/The Weeknd",987,13,94,-21,4.376,0.083,25,"116",40,987,246,4.376
41,"-1","HAILEE STEINFELD","Rock Bottom f/DNCE",954,-48,-378,-31,2.242,-0.214,64,"208",32,1409,560,3.761
42,"+4","SELENA GOMEZ","Kill Em With Kindness",879,158,568,124,3.292,0.641,4,"--",42,879,568,3.292
43,"-1","TIMEFLIES","Once In A While",855,16,240,-28,1.983,0.081,9,"618",42,855,423,1.983
44,"-1","HALSEY","Colors",740,-97,-265,-91,2.047,-0.209,61,"318",38,1076,304,2.982
45,"+3","ALAN WALKER","Faded",714,19,144,22,4.601,0.047,16,"130",45,714,210,4.601
46,"+1","ALUNAGEORGE","I'm In Control f/Popcaan",714,5,127,-22,1.954,0.01,17,"816",46,714,151,1.954
47,"+2","TRYON","Somebody To Love Me",707,21,81,17,0.998,0.048,25,"--",47,707,95,0.998
48,"-3","ELLE KING","America's Sweetheart",699,-29,-18,-37,1.713,-0.095,37,"89",44,752,345,1.885
49,"-5","PANIC! AT THE DISCO","Victorious",686,-69,-584,10,1.988,-0.161,69,"139",29,1641,273,4.676
50,"=","JONAS BLUE","Fast Car",615,27,74,14,1.521,0.004,12,"156",49,615,182,1.664
