"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
29,"=","TWENTY ONE PILOTS","Ride",2497,48,660,-57,9.992,0.144,25,"51",29,2497,764,9.992
30,"=","TROYE SIVAN","Youth",2079,-188,-2275,169,9.231,-0.47,123,"85",17,5443,660,22.213
31,"+1","SIA","Cheap Thrills",2073,53,319,20,9.799,0.431,58,"89",30,2073,329,9.799
32,"-1","JUSTIN BIEBER","Company",1879,-260,-2875,149,8.978,-0.999,67,"183",16,6486,2006,31.446
33,"=","DESIIGNER","Panda",1847,94,802,-6,11.33,0.154,15,"7/70",33,1847,808,11.33
34,"=","MAJOR LAZER","Light It Up f/Nyla",1645,16,47,-3,5.636,-0.008,64,"164",32,1645,288,5.795
35,"=","ELLIE GOULDING","Army",1494,47,543,-49,4.554,0.102,11,"--",35,1494,733,4.554
36,"=","JEREMIH","Oui",1418,8,105,-20,4.555,-0.02,46,"78",34,1440,263,4.575
37,"=","DAYA","Sit Still, Look Pretty",1392,20,113,-16,4.209,0.084,39,"112",36,1392,250,4.209
38,"=","BEBE REXHA","No Broken Hearts f/Nicki Minaj",1234,19,302,4,3.943,-0.011,20,"222",38,1234,319,3.954
39,"=","MELANIE MARTINEZ","Pity Party",1099,1,20,-20,3.643,-0.019,37,"163",39,1129,316,3.662
40,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1002,-80,-347,-67,2.456,-0.109,63,"182",32,1409,560,3.761
41,"=","BELLY","Might Not f/The Weeknd",974,9,115,-31,4.293,0.084,24,"115",41,974,246,4.293
42,"+2","TIMEFLIES","Once In A While",839,31,268,-18,1.902,0.073,8,"606",42,839,423,1.902
43,"-1","HALSEY","Colors",837,-84,-174,-66,2.256,-0.27,60,"280",38,1076,304,2.982
44,"-1","PANIC! AT THE DISCO","Victorious",755,-60,-594,36,2.149,-0.104,68,"128",29,1641,273,4.676
45,"=","ELLE KING","America's Sweetheart",728,-19,19,-26,1.808,-0.077,36,"87",44,752,345,1.885
46,"+3","SELENA GOMEZ","Kill Em With Kindness",721,123,444,90,2.651,0.548,3,"--",46,721,444,2.651
47,"-1","ALUNAGEORGE","I'm In Control f/Popcaan",709,14,149,-2,1.944,0.102,16,"863",46,709,151,1.944
48,"-1","ALAN WALKER","Faded",695,13,122,4,4.554,0.045,15,"126",47,695,210,4.554
49,"-1","TRYON","Somebody To Love Me",686,11,64,0,0.95,0.021,24,"--",47,686,95,0.95
50,"=","JONAS BLUE","Fast Car",588,6,60,1,1.517,-0.001,11,"160",49,588,182,1.664
