"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
21,"-1","LADY GAGA Born This Way",3173,-28,-369,82,15.751,-0.423,9,19,3651,0,20.436
22,"=","ONEREPUBLIC Good Life",3041,59,540,-33,15.377,0.316,9,22,3041,573,15.377
23,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",2965,64,531,-3,19.471,-0.026,9,23,2965,560,19.497
24,"+1","LMFAO Party Rock Anthem",2828,68,418,28,17.999,0.505,9,24,2828,418,17.999
25,"+2","LADY GAGA The Edge Of Glory",2813,311,2024,45,20.277,1.395,9,25,2813,2024,20.277
26,"-3","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",2796,-142,-430,-144,12.133,-0.412,9,21,3233,127,13.744
27,"+2","TAYLOR SWIFT The Story Of Us",2352,89,435,63,11.89,0.209,9,27,2352,435,11.89
28,"=","DR. DRE I Need A Doctor f/Eminem",2332,-155,-1040,-6,13.998,-0.605,9,20,3521,0,21.933
29,"-3","LADY GAGA Judas",2277,-361,-2306,-138,9.397,-1.553,9,15,4801,0,27.232
30,"=","AVRIL LAVIGNE What The Hell",2114,-56,-657,77,9.952,-0.415,9,24,2903,0,13.876
31,"=","BIG TIME RUSH Boyfriend",1906,-6,28,-19,7.414,-0.041,9,30,1912,197,7.455
32,"+2","JASON DERULO Don't Wanna Go Home",1820,208,1364,42,11.783,1.185,7,32,1820,1364,11.783
33,"-1","CHRIS BROWN Look At Me Now",1733,37,53,41,11.367,0.075,9,32,1733,229,11.837
34,"-1","MY CHEMICAL ROMANCE Sing",1558,-120,-437,-106,6.782,-0.329,9,29,2009,0,7.995
35,"+1","SHONTELLE Say Hello To Goodbye",1461,12,109,1,4.153,0.057,9,34,1461,142,4.16
36,"-1","NICKI MINAJ Moment 4 Life f/Drake",1426,-70,-522,18,9.641,-0.44,9,29,2036,0,13.564
37,"=","NICKI MINAJ Super Bass",1332,59,571,-32,8.226,0.324,9,37,1332,680,8.226
38,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1209,68,754,-77,8.826,0.579,7,38,1209,855,8.826
39,"+4","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1132,86,517,28,4.925,0.217,9,39,1132,517,4.925
40,"-2","BEYONCE Run The World (Girls)",1115,-51,-168,-49,4.103,-0.226,9,35,1285,242,5.356
41,"-1","MAROON 5 Never Gonna Leave This Bed",1113,35,201,-3,4.091,0.072,9,40,1113,312,4.091
42,"-1","BRITNEY SPEARS Hold It Against Me",1053,-16,-108,-22,8.509,0.096,9,37,1171,0,8.927
43,"-1","KANYE WEST All Of The Lights",1017,-41,-140,-41,7.059,-0.003,9,37,1170,71,7.48
44,"=","THE READY SET Young Forever",966,15,107,32,2.38,0.044,9,41,966,107,2.38
45,"+1","NEON TREES Your Surrender",827,25,141,15,1.997,0.091,9,43,827,173,1.997
46,"-1","THIRTY SECONDS TO MARS Closer To The Edg...",815,-48,-485,42,2.988,-0.123,9,34,1390,0,4.829
47,"=","RIHANNA California King Bed",784,87,562,18,5.063,0.25,4,47,784,562,5.063
48,"=","FAR EAST MOVEMENT If I Was You (OMG) f/S...",655,2,15,-4,2.042,0.029,9,45,655,108,2.201
49,"=","THE BAND PERRY If I Die Young",618,16,111,0,2.199,0.081,9,48,618,127,2.199
50,"=","T-PAIN Best Love Song f/Chris Brown",546,27,17,43,2.295,0.05,7,47,546,54,2.403
