"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
22,"=","AEROSMITH","What Could Have Been...",788,"+21",104,"+6",3.946,"+0.018",41,"--",22,788,226,3.946
23,"+1","GREEN DAY","Oh Love",707,"+14",54,"+13",3.085,"+0.197",69,"296",23,707,140,3.237
24,"-1","DAVID GUETTA","Titanium f/Sia",700,"-28",-93,"-29",3.675,"-0.091",107,"54",21,877,194,4.358
25,"=","HEDLEY","Kiss You Inside Out",659,"+19",61,"+15",1.803,"+0.016",82,"--",25,659,88,1.803
26,"+1","FLO RIDA","Whistle",610,"+5",19,"+22",3.492,"-0.040",69,"16",26,636,149,3.791
27,"-1","CHER LLOYD","Want U Back",597,"-36",-168,"-20",3.69,"-0.083",77,"34",21,892,148,4.786
28,"=","RYAN STAR","Stay Awhile",559,"+7",51,"+6",1.982,"+0.007",141,"--",28,559,74,1.997
29,"=","FLO RIDA","Wild Ones f/Sia",479,"-7",-9,"-9",2.989,"-0.007",185,"123",16,1556,254,8.849
30,"+1","JUSTIN BIEBER","As Long As You Love ...",473,"+7",70,"+3",1.903,"+0.058",41,"13",30,473,95,1.903
31,"-1","RIHANNA","Where Have You Been",468,"-16",-77,"-9",2.655,"+0.003",147,"96",20,1292,206,6.52
32,"=","LIFEHOUSE F/N. BEDIN...","Between The Raindrop...",462,"+20",157,"-4",1.405,"+0.021",13,"241",32,462,196,1.405
33,"=","LUMINEERS","Ho Hey",428,"+28",88,"+30",2.474,"+0.193",48,"30",33,428,91,2.474
34,"=","DAUGHTRY","Start Of Something G...",414,"+15",16,"+26",1.883,"+0.092",34,"--",32,414,144,2.444
35,"+3","BRUNO MARS","Locked Out Of Heaven",411,"+70",411,"+70",3.862,"+0.668",4,"10",35,411,411,3.862
36,"=","KE$HA","Die Young",411,"+51",329,"+20",3.528,"+0.065",5,"8",36,411,329,3.528
37,"-2","WALK THE MOON","Anna Sun",386,"+14",21,"+20",0.84,"+0.010",41,"297",34,386,109,0.84
38,"--","ADELE","Skyfall",359,"--",359,"--",4.016,"--",1,"1",38,359,359,4.016
39,"-2","KARMIN","Hello",354,"-4",-16,"-15",1.148,"-0.062",32,"66",35,370,139,1.401
40,"-1","CHRISTINA AGUILERA","Your Body",349,"+12",99,"+1",1.508,"+0.057",13,"50",38,349,165,1.508
41,"-1","MUMFORD & SONS","I Will Wait",341,"+19",142,"-4",2.143,"+0.035",22,"35",40,341,153,2.143
42,"-1","CASEY ABRAMS","Get Out",304,"+2",42,"-11",0.561,"+0.006",51,"--",40,304,64,0.561
43,"+1","A ROCKET TO THE MOON","Whole Lotta You",278,"+8",33,"+5",0.398,"-0.013",20,"--",43,278,91,0.439
44,"-1","NICKI MINAJ","Pound The Alarm",274,"-5",6,"-6",1.066,"-0.020",32,"52",40,285,80,1.104
45,"=","GROUPLOVE","Tongue Tied",256,"-5",-115,"+12",1.755,"-0.016",146,"215",18,1537,172,7.375
46,"+1","PSY","Gangnam Style",250,"+19",99,"+1",0.903,"+0.039",6,"2",46,250,99,0.903
47,"-5","CHRISTINA PERRI","Distance",246,"-46",-372,"-1",0.743,"-0.235",92,"--",20,878,135,3.378
48,"--","RIHANNA","Diamonds",239,"--",-2,"--",1.091,"--",8,"9",38,327,327,2.964
49,"-3","OLLY MURS","Heart Skips A Beat",234,"-6",-16,"-3",0.486,"-0.017",41,"163",42,264,68,0.634
50,"-2","CARRIE UNDERWOOD","Blown Away",228,"+11",65,"+5",0.904,"-0.001",6,"24",47,228,71,0.931
