"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
33,"-1","BEYONCE","Dance For You",888,"-8",-38,"-29",6.136,"-0.116",99,"--",30,928,178,6.858
34,"+2","MEEK MILL","Young And Gettin It ...",865,"+40",216,"+10",5.88,"+0.594",17,"--",34,865,236,5.88
35,"-1","ALICIA KEYS","Girl On Fire",851,"+5",38,"+3",5.381,"+0.119",36,"12",33,851,218,5.381
36,"-1","PITBULL","Don't Stop The Party",848,"+21",73,"-2",5.263,"+0.119",29,"136",35,848,242,5.263
37,"=","THE WEEKND","Wicked Games",809,"+32",129,"+15",5.238,"+0.323",22,"144",37,809,342,5.238
38,"=","MEEK MILL","Amen f/Drake & Jerem...",743,"-19",-206,"+34",8.398,"-0.037",134,"246",9,2724,328,16.797
39,"=","KELLY ROWLAND","Ice f/Lil Wayne",691,"-2",82,"-32",4.284,"-0.059",24,"182",39,696,197,4.343
40,"+1","ENRIQUE IGLESIAS","Finally Found You f/...",674,"-7",12,"-57",3.309,"-0.084",36,"38",40,705,146,3.603
41,"-1","PINK","Blow Me (One Last Ki...",666,"-19",-164,"-5",4.893,"-0.090",92,"49",23,1104,214,6.807
42,"+1","RICK ROSS","Diced Pineapples f/D...",577,"-13",10,"-43",5.157,"-0.198",23,"137",42,597,143,5.54
43,"+1","ALEX CLARE","Too Close",519,"-7",-29,"-57",4.434,"-0.044",32,"17",43,594,84,4.666
44,"+3","NICKI MINAJ","Va Va Voom",470,"+52",299,"+27",3.769,"+0.324",3,"110",44,470,299,3.769
45,"=","WIZ KHALIFA","Remember You f/The W...",449,"+20",111,"+0",3.066,"+0.061",8,"218",45,449,116,3.144
46,"=","TAYLOR SWIFT","We Are Never Ever Ge...",419,"-4",-147,"-84",2.096,"-0.101",47,"4",40,565,106,3.213
47,"+1","MYKKO MONTANA","Do It f/K-Camp",397,"-6",-16,"-7",2.473,"-0.003",17,"--",46,431,103,2.601
48,"+1","LUPE FIASCO","Battle Scars f/Guy S...",370,"+14",108,"-5",1.608,"+0.060",8,"351",48,370,113,1.608
49,"+1","T.I.","Ball f/Lil Wayne",337,"+31",158,"+11",3.463,"+0.276",2,"48",49,337,158,3.463
50,"--","JUSTIN BIEBER","Beauty And A Beat f/...",315,"--",213,"--",1.041,"--",1,"36",50,315,213,1.041
