"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
24,"=","SAGE THE GEMINI","Red Nose (Pitbull)",1340,0,300,0,8.512,0,109,"--",24,1340,357,8.512
25,"=","ELLIE GOULDING","Burn",1199,0,199,0,7.163,0,35,"28",25,1199,321,7.163
26,"=","BRUNO MARS","Young Girls",1198,0,226,0,4.229,0,45,"35",26,1198,334,4.229
27,"=","JOHN LEGEND","All Of Me",1169,0,250,0,5.432,0,61,"12",27,1169,250,5.432
28,"=","ONEREPUBLIC","Counting Stars",1162,0,-36,0,8.944,0,61,"14/45",26,1202,230,9.228
29,"=","RICO LOVE","They Don't Know",1139,0,109,0,5.962,0,43,"--",29,1139,351,5.99
30,"=","MACK WILDS","Own It",1138,0,-455,0,7.365,0,77,"--",22,1717,294,10.468
31,"=","PHARRELL WILLIAMS","Happy",1068,0,680,0,9.964,0,10,"2",31,1068,680,9.964
32,"=","JAY Z","Tom Ford",1029,0,-516,0,5.664,0,156,"214",5,3933,440,22.494
33,"=","CALVIN HARRIS","Thinking About You",967,0,150,0,4.944,0,47,"169",32,967,191,4.989
34,"=","AUGUST ALSINA","I Luv This Sh*t",826,0,-55,0,5.879,0,145,"--",13,2475,442,15.197
35,"=","BEYONCE","XO",818,0,-4,0,3.766,0,38,"57",30,907,398,4.909
36,"=","TREY SONGZ","Na Na",709,0,271,0,6.907,0,18,"134",36,709,271,6.907
37,"=","DJ SNAKE & LIL JON","Turn Down For What",672,0,212,0,3.267,0,13,"16",37,672,239,3.267
38,"=","SEAN PAUL","Want Dem All",650,0,14,0,3.798,0,27,"--",36,651,110,3.966
39,"=","ALOE BLACC","The Man",644,0,405,0,4.035,0,7,"9",39,644,405,4.035
40,"=","JHENE AIKO","The Worst",448,0,55,0,2.193,0,12,"154",40,448,208,2.402
41,"=","FAR EAST MOVEMENT","The Illest f/Riff Raff",441,0,18,0,4.018,0,19,"--",41,441,92,4.32
42,"=","QUE","O.G. Bobby Johnson",417,0,67,0,2.893,0,11,"--",42,417,196,2.99
43,"=","YO GOTTI","Cold Blood",417,0,-120,0,1.306,0,57,"--",38,600,146,3.168
44,"=","JAY Z","Part II (On The Run) f/Beyonce",409,0,138,0,3.656,0,5,"--",44,409,138,3.656
45,"=","SHAKIRA F/RIHANNA","Can't Remember To Forget You",406,0,186,0,1.598,0,4,"20",45,406,202,1.598
46,"=","MARTIN GARRIX","Animals",405,0,26,0,3.27,0,31,"48",43,405,68,3.38
47,"=","ERIC BELLINGER","I Don't Want Her f/Problem",361,0,72,0,3.874,0,6,"--",47,361,72,3.992
48,"=","BEYONCE","Partition",357,0,88,0,5.844,0,5,"96",48,357,99,5.844
49,"=","B.O.B","John Doe f/Priscilla",357,0,11,0,0.74,0,18,"--",45,363,102,0.978
50,"=","JAY Z","F*uckwithmeyouknowigotit",343,0,-3,0,3.712,0,32,"--",45,366,62,6.277
