"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
27,"+2","KATY PERRY","Wide Awake",1082,11,54,4,7.572,0.091,59,"7",27,1082,183,7.572
28,"=","HAVANA BROWN","We Run The Night f/P...",1077,0,59,-19,6.341,-0.117,43,"44",28,1078,176,6.464
29,"+1","FRENCH MONTANA","Pop That f/Rick Ross",1068,25,187,6,8.788,-0.029,21,"52",29,1068,311,8.818
30,"-3","TYGA","Make It Nasty",1042,-47,-196,-37,6.309,-0.199,65,"125",21,1343,252,9.087
31,"+1","MGK","Invincible f/Ester D...",868,20,130,19,2.914,0.044,76,"--",31,868,213,2.914
32,"-1","DJ KHALED","Take It To The Head",833,-20,-87,-9,10.26,-0.043,129,"126",19,1698,319,10.417
33,"=","JUSTIN BIEBER","Boyfriend",803,-11,-149,9,3.778,-0.06,136,"56",8,3190,1416,20.56
34,"=","DAVID GUETTA","I Can Only Imagine f...",785,50,151,35,4.848,0.393,19,"243",34,785,217,4.848
35,"=","NICKI MINAJ","Beez In The Trap f/2...",718,-6,-320,81,4.968,-0.007,117,"100",12,2302,411,13.962
36,"=","FINATTICZ","Don�t Drop That Thun...",657,-4,-28,15,3.149,0.015,38,"--",36,720,164,4.263
37,"+2","CLYDE CARSON","Slow Down f/The Team",612,7,32,13,4.79,0.063,33,"--",37,612,122,4.79
38,"+4","MIGUEL","Adorn",601,35,146,12,3.991,0.325,14,"61",38,601,148,3.991
39,"-2","CATARACS","All You f/Waka Flock...",601,-14,-70,-20,2.473,-0.074,40,"--",37,679,96,2.847
40,"-2","LIL WAYNE","My Homies Still f/Bi...",591,-15,-234,16,2.656,-0.061,64,"76",18,1805,547,9.875
41,"+2","FUTURE","Turn On The Lights",566,29,271,-12,2.742,0.168,5,"113",41,566,283,2.742
42,"-1","PITBULL","Back In Time",565,-25,-150,-15,3.419,-0.165,126,"69",16,2052,353,11.916
43,"+1","KEYSHIA COLE","Enough Of No Love f/...",558,27,132,18,4.5,0.078,17,"142",43,558,144,4.5
44,"-4","NICKI MINAJ","Right By My Side f/C...",556,-36,-98,-27,4.466,-0.173,138,"255",13,2101,531,15.014
45,"+2","NE-YO","Let Me Love You",503,51,264,32,2.858,0.26,4,"118",45,503,264,2.858
46,"=","CHER LLOYD","Want U Back",497,24,134,8,2.555,0.064,8,"10",45,497,206,2.555
47,"-2","DJ KHALED","I Wish You Would",484,6,49,-1,4.268,0.077,12,"227",44,484,215,4.268
48,"=","CHIEF KEEF","I Don't Like f/Lil R...",448,22,88,26,2.971,0.011,12,"339",48,448,133,2.971
49,"=","PINK","Blow Me (One Last Ki...",439,18,37,10,2.466,0.059,12,"13/95",46,439,170,2.466
50,"=","BEYONCE","Dance For You",418,1,47,-12,2.303,0.029,19,"--",46,418,98,2.303
